timestamp,machine_id,vibration,temperature,pressure,failure,temp_rolling_6h,vibration_std_12h,temp_lag_1
2026-02-05 20:23:20.048222,3,1.613451868813408,64.83220376163027,17.914516286575598,0,68.45322949312482,1.347594891883673,70.62302217279742
2026-02-05 21:23:20.048222,2,0.6782931901189275,94.76895610847428,30.70855024988486,0,75.14275483523407,1.3367952696042382,64.83220376163027
2026-02-05 22:23:20.048222,2,4.624953408221916,76.27501811140031,39.76723798092897,0,75.32170789642647,1.463259667494893,94.76895610847428
2026-02-05 23:23:20.048222,5,2.9733995959560136,63.38296501419252,23.142586511932898,0,76.64027628303624,1.3474286027861209,76.27501811140031
2026-02-06 00:23:20.048222,2,1.0847055590751609,99.0619279238976,45.46893367086805,0,78.15734884873207,1.4214813052891502,63.38296501419252
2026-02-06 01:23:20.048222,4,4.040252268636291,88.75658726219126,12.088530787951912,0,81.17960969696438,1.4001278967330482,99.0619279238976
2026-02-06 02:23:20.048222,7,1.7095167689559223,86.60907508625827,44.01042380652592,0,84.80908825106904,1.4133007796835377,88.75658726219126
2026-02-06 03:23:20.048222,6,0.5352345202999698,82.30525721878868,45.56992108212509,0,82.7318051027881,1.3025113557552959,86.60907508625827
2026-02-06 04:23:20.048222,3,1.4691668628858627,68.23619872619858,15.208658832127364,0,81.39200187192115,1.3153137656230884,82.30525721878868
2026-02-06 05:23:20.048222,2,3.799720118268026,51.61570526900847,33.1454891793212,0,79.43079191439047,1.3768283727000723,68.23619872619858
2026-02-06 06:23:20.048222,5,3.14314318477283,82.55366704226611,16.01489190735745,0,76.67941510078522,1.3736860992394364,51.61570526900847
2026-02-06 07:23:20.048222,7,3.7524198213518583,88.43673061667607,41.54793838878774,0,76.62610565986603,1.427368034943733,82.55366704226611
2026-02-06 08:23:20.048222,2,2.517899797034977,53.14169981578082,47.85339430350008,0,71.04820978145312,1.4027293781070582,88.43673061667607
2026-02-06 09:23:20.048222,1,2.569996550535852,80.59513898379569,37.26825459367996,0,70.76319007562095,1.2766640970455978,53.14169981578082
2026-02-06 10:23:20.048222,5,2.506420667573499,83.23257156488948,45.174423122966736,0,73.26258554873611,1.121005387853765,80.59513898379569
2026-02-06 11:23:20.048222,5,3.449367338861768,93.55048241247545,19.34359606552133,0,80.25171507264727,1.1470679886117587,83.23257156488948
2026-02-06 12:23:20.048222,5,0.7336024423212004,80.47105558396473,11.93926976215952,0,79.90461316293037,1.1914108383348325,93.55048241247545
2026-02-06 13:23:20.048222,1,2.9337340350401986,62.61891889264031,31.337105237013148,0,75.60164454225774,1.1024596182428685,80.47105558396473
2026-02-06 14:23:20.048222,3,2.4409213852415403,81.01640658786721,37.14423298096911,0,80.24742900427215,1.0791782253085958,62.61891889264031
2026-02-06 15:23:20.048222,1,1.7087015619956647,76.95307782186893,10.13351395859758,0,79.64041881061767,0.9288799873337065,81.01640658786721
2026-02-06 16:23:20.048222,3,3.765819940568388,99.74975749705388,25.07324529460052,0,82.39328313264508,0.9144670297221397,76.95307782186893
2026-02-06 17:23:20.048222,5,2.168831533924146,92.88235271346583,11.67256769177985,0,82.28192818281015,0.8686666709123247,99.74975749705388
2026-02-06 18:23:20.048222,9,4.613312198777446,53.41431241845117,48.152443741405165,0,77.77247098855788,1.0338995298456732,92.88235271346583
2026-02-06 19:23:20.048222,5,1.7021446585331794,75.55983878312871,25.01758552632932,0,79.92929097030596,1.0249748829398795,53.41431241845117
2026-02-06 20:23:20.048222,6,3.442498489245559,86.92523773451214,18.090378876706367,0,80.91409616141344,1.0532151955776097,75.55983878312871
2026-02-06 21:23:20.048222,1,2.3460460320675485,55.97212949211239,24.72470401572874,0,77.41727143978736,1.057117745040086,86.92523773451214
2026-02-06 22:23:20.048222,7,4.465729934537226,93.38143785381816,14.481224043267158,0,76.35588483258141,1.1772505276011271,55.97212949211239
2026-02-06 23:23:20.048222,9,2.7368653918869037,67.62715917176237,40.06318793073929,0,72.14668590896416,1.160148179640521,93.38143785381816
2026-02-07 00:23:20.048222,4,3.690450255670316,82.01488234636373,33.40535589897142,0,76.91344756361624,0.9939226741897683,67.62715917176237
2026-02-07 01:23:20.048222,3,2.7790679890489107,73.5880913108858,22.073580935016626,0,76.58482298490911,0.9958787580675509,82.01488234636373
2026-02-07 02:23:20.048222,3,1.1580080853708346,75.61904086928271,12.918594958209855,0,74.70045684070419,1.1209929807291281,73.5880913108858
2026-02-07 03:23:20.048222,2,1.2345693675962557,97.65437512995231,42.97153816171468,0,81.64749778034418,1.1732250569322056,75.61904086928271
2026-02-07 04:23:20.048222,6,3.5588480978431467,97.39059840167668,15.093678025189966,0,82.31569120498727,1.159853551779951,97.65437512995231
2026-02-07 05:23:20.048222,8,4.099423733601922,73.08253797161328,42.22974602582509,0,83.22492100496243,1.1940013009902966,97.39059840167668
2026-02-07 06:23:20.048222,3,3.5852590408697904,70.10281538217018,35.71449251341868,0,81.23957651093016,1.0997544891208724,73.08253797161328
2026-02-07 07:23:20.048222,4,2.001413239638353,56.35456626440986,10.223282970718351,0,78.3673223365175,1.073196198548991,70.10281538217018
2026-02-07 08:23:20.048222,5,3.60318510636365,60.16614787509418,35.14264876677254,0,75.79184017081941,1.0812147338179425,56.35456626440986
2026-02-07 09:23:20.048222,6,1.006759911070099,67.97187232719136,26.823466274891125,0,70.84475637035926,1.2094222113584079,60.16614787509418
